gene,Exp_1,Free_1,Free_2,Exp_2,Pygo_1,Exp_3,Exp_4,Free_3,Pygo_2,Free_4,Pygo_3,Pygo_4
ALDH1A1,8552,41,6,30,2,12,14,4,18,18,32,4
ALDH1A2,2196,892,423,2894,696,2175,2047,2892,685,513,843,982
ALDH1A3,359,825,364,707,1228,534,300,853,1348,471,1239,610
ALDH1L2,786,689,567,814,588,726,715,406,697,879,1063,819
ALDH2,6758,2343,2687,2396,2313,2176,1943,2117,4421,2982,3481,2510
ALDH3A2,1789,1511,2103,1981,1711,1161,1319,2297,3694,2608,2858,1817
ALDH4A1,7077,600,633,744,754,548,489,497,1045,573,866,472
ALDH5A1,3758,1253,1359,2122,1121,1445,1300,1084,1580,1501,2303,1997
ALDH6A1,4884,1180,1286,1055,1156,908,761,653,1624,878,1311,755
ALDH7A1,5595,1497,2225,1891,1726,2660,2165,2092,2422,4341,5050,2580
ALDH8A1,761,12,13,10,2,4,14,16,8,0,0,0
ALDH9A1,6410,1550,1710,2157,2123,1357,1325,1794,2920,1732,2470,1877
ALDOB,32547,261,164,316,235,108,77,86,208,86,63,146
ALDOC,4827,4781,4958,7403,6016,5116,5186,6819,10268,4997,7359,5415
ALG10,704,275,385,829,101,643,584,268,284,199,323,413
ALG11,339,202,336,273,224,247,165,227,256,266,198,182
ALG12,5318,2608,3813,6648,1596,3839,3645,2898,2979,3617,3215,3097
ALG13,152,142,193,203,111,140,134,176,159,143,189,121
ALG14,210,100,147,208,57,152,111,79,111,44,85,81
ALG2,396,492,489,559,253,413,392,473,368,325,360,286
ALG5,1022,767,1171,1273,580,877,832,898,994,1018,1268,985
ALG6,747,512,921,1010,306,849,674,519,601,766,646,644
ALG8,564,348,497,1028,481,599,613,317,784,314,696,346
ALG9,599,327,608,424,278,377,330,385,565,473,586,264
ALK,182,289,97,77,246,90,59,93,180,123,137,102
ALKBH1,337,266,388,517,225,290,248,267,356,296,440,282
ALKBH2,324,266,367,294,143,187,184,297,321,264,327,206
ALKBH3,373,386,423,476,276,273,217,289,335,449,457,295
ALKBH4,65,102,83,99,70,83,44,74,110,134,127,93
ALKBH5,2435,2184,2829,1762,1656,1301,1174,1919,2765,2941,2458,1856
ALKBH8,381,200,274,368,176,379,359,186,271,331,315,305
ALOX15B,2,13,26,503,588,63,63,52,1796,4,298,82
ALOX5,312,404,475,734,586,492,460,506,1070,390,1049,427
ALOX5AP,16,78,104,193,130,106,94,31,299,42,172,81
ALPK1,243,407,402,204,327,326,267,179,714,406,530,291
ALPK2,29,389,105,46,442,39,26,36,165,524,138,106
ALPK3,444,2906,819,521,2886,288,251,453,1566,5005,1242,1376
ALPL,17495,1023,2834,12762,13989,9499,10030,8462,23304,2387,21236,23978
ALS2,1940,1544,2022,2160,1103,1353,1298,1252,1570,1525,1686,1741
ALS2L,1793,1404,1338,2208,1694,1689,1073,1767,2655,1135,1842,1751
ALX1,88,0,2,0,0,0,2,0,0,4,0,0
ALX4,48,74,72,37,103,32,22,36,64,116,58,35
ALYREF,381,327,375,525,411,406,377,304,541,434,708,529
AMACR,1027,160,226,138,70,283,202,108,105,211,212,91
AMBP,65,6,6,0,0,0,0,0,0,0,0,0
AMBRA1,2455,1840,2598,3289,2989,2031,1751,2404,4950,2165,3799,2767
AMD1,4297,2325,3207,6208,1919,3354,3117,2198,2712,2457,3033,3503
AMDHD1,430,57,27,31,27,30,45,22,20,76,41,20
AMDHD2,527,467,753,985,807,554,438,769,1305,559,908,557
AMER1,1501,1265,2147,1697,1608,1165,1154,1604,2636,2065,2295,1646
AMER2,101,140,52,176,57,78,82,36,73,72,32,82
AMER3,30,219,387,20,41,38,32,254,77,270,134,77
AMFR,4840,2370,3244,5073,3958,3495,3384,3649,6087,3153,5653,4485
AMH,17,27,15,23,40,22,9,22,48,14,42,17
AMHR2,105,54,70,77,52,33,35,82,136,49,72,42
AMIGO2,121,112,135,40,18,17,16,30,6,52,16,24
AMIGO3,179,18,55,236,80,228,214,61,122,35,83,113
AMMECR1,2849,2340,3029,5736,2352,3813,3630,2537,4511,2641,4408,3846
AMMECR1L,1036,1042,1375,1836,1118,1149,1131,1063,1788,1149,1628,1216
AMN,1491,4,7,4,2,4,8,4,14,24,11,6
AMN1,199,350,446,388,183,245,279,240,263,257,206,128
AMOT,2041,2079,2960,1755,1884,1317,1334,2111,2538,2634,2955,2257
AMOTL1,3296,3111,5875,4595,2951,3009,3096,4246,3606,6653,4136,4435
AMOTL2,1436,1141,2499,2288,1728,1009,1390,1978,2446,1524,2622,3638
AMPD1,67,2106,152,51,962,60,45,167,500,852,405,397
AMPD2,739,427,766,744,423,444,534,488,959,343,814,422
AMPD3,1940,2652,2279,7348,3230,3940,3453,1673,4520,3117,3115,3626
AMPH,122,201,18,24,15,48,43,43,50,30,18,12
AMT,183,203,284,162,131,81,91,293,239,146,126,91
AMY1A,1686,1199,1234,2103,1344,1156,1057,1386,1821,1373,1806,2294
AMY1AP,60,60,65,126,57,67,43,96,101,45,96,72
AMY2A,12,9,3,0,12,0,3,4,11,0,52,16
ANAPC1,2589,1877,2855,4003,2628,2436,2412,2271,3728,2277,3343,2290
ANAPC10,2047,1549,1785,4765,839,3007,3049,1364,1861,1050,1613,2176
ANAPC11,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC16,586,435,591,888,664,428,539,696,899,728,1043,703
ANAPC2,803,564,753,898,795,472,410,728,1004,759,818,652
ANAPC4,750,529,743,959,488,789,643,593,762,721,911,845
ANAPC5,119,52,78,145,32,91,69,52,83,49,62,59
ANAPC7,1069,835,1122,1310,481,974,1034,821,1001,847,1043,893
ANGEL1,4545,2980,4288,3937,3084,3140,2908,2937,4994,4053,4656,3550
ANGEL2,970,597,913,1164,508,697,681,600,872,817,782,688
ANGPT1,414,384,875,616,167,495,438,306,317,344,326,148
ANGPT1L,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,554,892,968,979,377,618,534,625,568,625,723,509
ANGPT4,229,624,864,538,486,279,215,691,775,407,372,436
ANGPTL1,18457,3093,5972,19894,6347,20475,20765,5265,9754,4238,11498,11396
ANGPTL2,3782,11614,22827,7709,483,2870,2848,6947,931,12499,1889,1880
ANGPTL3,317,186,221,279,104,150,176,244,166,197,158,63
ANGPTL4,160,116,318,45,32,26,18,86,42,244,32,65
ANGPTL5,1518,8462,13427,935,56,433,212,6748,451,13488,665,1052
ANGPTL7,145,267,1950,208,69,191,140,515,208,1346,251,169
ANK1,2253,4548,2472,23197,16731,11713,12704,4369,30241,3643,25394,18027
ANK2,520,11892,10611,909,851,1033,1187,3372,831,6971,1172,772
ANK3,7453,6279,6726,3227,2722,2395,2787,3670,2509,5904,3018,3539
ANKDD1A,155,172,209,368,192,300,178,199,321,129,364,193
ANKDD1B,222,187,259,437,93,433,417,170,251,386,556,180
ANKEF1,19,21,11,16,12,17,18,10,11,36,24,0
ANKFN1,2,57,13,6,12,7,0,24,12,16,16,4
ANKFN1L,143,390,563,206,294,170,138,371,373,322,309,135
ANKFY1,5001,4600,6434,7524,4092,4831,3974,4386,5856,5392,4896,4211
ANKH,3481,3054,4399,7742,2707,4592,3437,5733,5166,2789,4719,4471
ANKIB1,3039,3106,4133,2405,1628,2053,1712,3281,2547,3373,2872,2289
ANKK1,0,0,0,4,2,0,0,2,0,0,2,0
ANKLE1,135,98,105,276,249,164,172,211,330,76,252,139
ANKLE2,2483,1511,2195,2692,1268,2093,1926,1715,2241,1942,2281,2003
ANKMY1,426,392,626,325,306,278,270,484,524,433,410,273
ANKMY2,885,853,1125,914,494,629,578,768,707,882,794,688
ANKRA2,981,504,629,716,297,746,714,499,671,990,1158,651
ANKRD1,39,881,74,12,2784,16,12,59,286,2551,833,808
ANKRD10,1351,2524,3360,2294,1257,1330,1032,2134,1745,2713,1650,1565
ANKRD11,4071,4791,7298,6836,5088,3738,3956,5086,8632,6179,8299,6717
ANKRD12,1654,3139,4046,3202,1274,2140,1711,2140,2645,2770,3427,2275
ANKRD13A,2598,2688,3985,3801,2227,2511,2170,2813,3738,3253,3143,2677
ANKRD13B,38,208,278,90,133,38,52,214,124,261,131,82
ANKRD13C,3660,2400,3470,5058,2202,3102,2807,2957,3880,3656,3970,3254
ANKRD13D,600,744,1013,801,689,469,590,903,1041,986,1073,822
ANKRD16,335,283,326,347,272,302,240,242,368,228,523,292
ANKRD17,8463,5933,7954,12178,7396,7485,7358,6138,11558,6978,10872,8201
ANKRD2,19,39,33,26,110,26,21,16,34,326,48,74
ANKRD22,91,8,18,105,134,139,104,6,136,3,135,37
ANKRD24,18,26,25,6,15,8,15,10,42,0,21,28
ANKRD26,1097,1008,1072,1389,545,943,833,817,836,1123,1107,851
ANKRD27,2930,1486,1568,2175,1020,1697,1501,1244,1713,1416,1935,1529
ANKRD28,1742,2840,4728,2255,1350,1453,1345,2983,2203,3340,1925,1656
ANKRD29,10,974,1165,46,93,22,32,282,76,568,57,28
ANKRD33B,475,23,60,5,20,4,4,36,20,31,21,14
ANKRD34B,294,172,284,356,88,290,288,266,254,250,370,268
ANKRD39,88,136,101,132,50,48,32,106,84,94,98,64
ANKRD40,334,268,322,411,200,272,260,253,325,229,256,226
ANKRD42,999,60,119,97,42,55,47,44,60,58,70,35
ANKRD44,4317,2850,4469,9172,4372,6402,5693,4569,8134,2829,6751,6045
ANKRD46,2600,1455,2168,2864,703,1774,1838,1432,1256,1626,1648,1522
ANKRD49,147,184,198,217,85,163,156,137,158,307,257,250
ANKRD50,1588,4610,7008,1798,1312,1485,1138,3637,2314,6787,2762,1968
ANKRD52,3259,2004,2575,3913,2449,2375,2527,2548,3844,2625,3673,3247
ANKRD54,823,728,984,980,829,743,621,984,1593,862,1210,972
ANKRD55,24,15,6,41,2,18,10,6,14,0,5,4
ANKRD6,687,478,847,674,344,518,547,572,598,667,581,523
ANKRD61,49,40,73,72,26,35,13,38,51,41,51,36
ANKRD66,26,21,27,19,8,26,18,8,22,12,7,18
ANKRD9,22,176,40,190,85,75,109,82,140,116,115,67
ANKRD9L,24,8,0,30,22,39,32,6,18,0,16,12
ANKS1A,1347,2299,3079,1983,1736,993,902,1864,2435,2440,1953,1265
ANKS3,980,721,1030,1200,955,841,610,1106,1394,978,1400,965
ANKS4B,509,4,6,12,4,10,8,6,16,12,12,12
ANKS6,1352,1556,2351,1009,472,842,634,1273,812,1803,956,676
ANKZF1,600,279,438,540,348,388,378,386,804,457,754,477
ANLN,1277,707,1256,3393,1028,1943,1982,848,1834,1120,1878,1003
ANO1,389,2595,4743,887,540,631,518,1811,626,3895,543,578
ANO10,1135,1186,1555,1224,537,828,812,824,816,1151,994,966
ANO3,72,552,525,210,159,195,154,294,227,333,275,217
ANO4,56,69,25,99,70,116,49,69,65,56,52,46
ANO5,3350,7718,9382,9438,5299,5786,3821,6300,9846,6247,7544,6580
ANO6,699,3950,4632,880,728,540,537,1437,1283,3868,869,793
ANO8,1758,2635,2209,1982,2292,1572,1755,2226,2301,2566,2214,1953
ANO9,190,17,8,196,181,127,149,11,300,1,193,78
ANOS1,190,4237,6502,315,322,317,160,2001,436,4101,1140,581
ANP32A,4111,2783,3863,8170,2554,5426,4936,2672,5413,3574,5363,5112
ANP32B,3336,2141,3021,5684,3685,3762,3472,2848,6300,3025,5141,4098
ANP32E,8097,5717,8238,12831,2865,8008,7817,4646,5682,6806,6288,7069
ANPEP,4105,1762,2004,669,1310,466,469,1654,1731,1260,1495,459
ANTXR1,475,7780,16569,449,996,295,252,6223,1055,14731,1838,862
ANTXR2,2107,3059,4088,3113,1975,2258,1866,2752,3677,3302,3072,2125
ANXA1,1128,9661,11025,1523,1142,1697,1235,3783,1645,12465,3196,1190
ANXA10,7,1,5,20,0,19,10,10,4,2,4,6
ANXA11,10952,5156,7971,16049,6145,8216,8762,7572,10535,6931,10622,10967
ANXA13,2,12,14,9,0,6,4,14,11,0,32,0
ANXA2,5493,16792,24246,8800,4835,6457,5527,11857,8979,22135,8050,7365
ANXA5,13642,13159,18854,17928,6286,14052,13569,8791,9772,15469,14201,11933
ANXA6,3384,6618,7966,5164,6332,3470,2988,5387,8416,9735,6191,4936
ANXA7,3033,1781,2803,742,382,526,431,1456,721,2032,563,520
AOAH,172,182,223,886,659,547,545,246,1189,69,830,372
AOC1,0,0,0,0,0,0,0,4,0,0,10,0
AOC3,471,1299,2547,536,483,377,299,2422,1058,1617,668,754
AOX1,12336,2853,4660,907,808,580,561,1455,754,2463,1329,1143
AOX2,1859,952,1880,235,290,245,173,605,341,776,345,176
AP1AR,1629,623,693,892,309,719,661,493,597,588,670,732
AP1B1,1765,1265,1439,1928,1731,1315,1236,1468,2744,1018,2012,1324
AP1G1,6746,4194,6025,8746,4542,5489,5314,4978,7212,4822,7333,5884
AP1M1,1807,1497,1526,2344,640,1449,1391,967,1112,1231,1489,1325
AP1S2,1677,1991,3182,2642,908,1769,1625,1683,1808,2417,1632,1467
AP1S3,143,31,50,89,44,89,113,46,54,26,61,78
AP2A2,6331,6872,7983,10859,5394,6503,6082,4880,9800,6503,8393,6805
AP2B1,3890,3894,4401,6352,5254,3827,3893,3354,9091,4424,7341,3900
AP2M1,6537,6594,7677,8319,6159,5616,4930,6010,9752,7604,8410,5997
AP2S1,673,870,689,960,508,730,841,554,1008,1009,1339,878
AP3B1,3670,2150,2674,3036,1561,3272,3013,1806,2398,3560,4029,1998
AP3B2,132,347,119,198,200,129,95,200,381,77,168,183
AP3D1,3326,1787,2777,4119,2475,2468,2310,2235,3943,2025,3165,2488
AP3M1,4429,1922,2321,3561,1454,2657,2468,1725,2394,1767,2303,1862
AP3M2,1743,1566,2009,2583,1869,1597,1344,2082,3021,1575,2937,2142
AP3S1,1581,917,1075,1766,417,1502,1288,751,673,1479,1192,1072
AP3S2,277,423,579,374,459,183,199,560,677,426,467,297
AP4B1,708,429,838,953,892,622,548,940,1536,835,1087,882
AP4E1,1532,1400,2270,1984,912,1447,1303,1127,1230,1573,1540,1558
AP4M1,332,315,492,321,415,141,228,565,599,457,557,432
AP4S1,296,254,315,382,132,267,273,133,142,181,209,165
AP5M1,521,342,375,862,456,663,586,413,1002,208,747,360
AP5Z1,670,545,768,947,755,688,566,731,1217,572,854,675
APAF1,1235,857,1204,2297,597,1284,1196,727,1130,937,1123,1213
APBA1,773,1069,1282,862,623,834,704,831,1205,1519,1423,951
APBA2,385,276,135,573,106,394,393,194,237,144,259,246
APBA3,465,307,435,704,535,366,359,470,882,299,703,395
APBB1,526,455,681,576,504,354,254,675,623,526,510,444
APBB1IP,2535,620,845,5503,1383,3250,3740,1190,3088,530,3111,2512
APBB2,9407,6814,9306,11475,4853,7806,8578,7116,6902,7739,8000,8887
APC,4873,4453,4702,3794,1892,4126,3585,2751,2420,5521,4324,2784
APC2,125,318,80,242,36,54,116,51,40,34,43,91
APCDD1,1332,645,1003,1867,1740,1579,1176,1077,2684,580,2209,1693
APCDD1L,1220,1554,3638,687,456,830,436,2341,815,3092,1451,438
APEH,1173,448,595,882,740,476,566,896,1107,484,1041,583
APELA,925,83,94,1752,288,1461,1094,588,375,36,307,254
APH1A,606,373,548,704,693,366,409,476,764,355,612,385
APH1AL,469,229,397,422,369,302,339,393,604,412,555,265
API5,2151,1969,2365,2833,1644,1942,1892,1966,2307,2564,2460,2340
APIP,856,517,631,993,412,532,561,403,468,539,447,549
APLF,488,585,745,590,230,488,486,414,478,507,503,398
APLN,4,58,34,4,0,6,4,22,22,0,12,0
APLNR,36,110,100,66,64,60,38,160,146,228,110,32
APLP2,43530,15690,21312,36424,15131,21074,20053,16302,21951,24208,23350,22669
APMAP,1496,1645,2543,1560,754,1086,983,1130,1002,1751,1190,1138
APOA1,16245,17249,23437,5362,5889,3588,2617,6296,6326,9758,5330,3815
APOA4,179,0,2,8,3,4,0,10,23,0,0,0
APOA5,92,25,38,50,38,26,27,88,65,20,28,22
APOB,79984,4,0,438,16,77,66,18,6,6,6,2
APOBEC2,246,2312,475,139,1169,74,95,128,751,4061,757,1072
APOBEC4,0,0,4,6,0,0,2,2,0,6,2,0
APOC3,150,2,2,1,0,0,2,2,2,0,0,0
APOD,332,56,56,451,30,176,115,36,123,12,49,113
APOH,872,22,17,22,14,19,6,9,4,6,6,8
APOLD1,147,2408,2418,704,757,242,144,1649,873,2067,962,582
APOO,557,305,451,745,382,500,359,456,585,343,418,400
APOOL,2680,1846,2336,2460,830,1669,1412,1433,1162,1649,1449,1469
APOV1,0,0,0,0,0,0,0,0,0,0,0,0
APP,17504,16893,26686,10550,10839,7080,5466,17945,16929,24461,12037,9898
APPBP2,3143,1801,2494,3523,1392,2237,1947,1693,1816,2258,2271,2193
APPL1,2060,2841,3960,2716,858,2063,1700,1662,1393,3310,1940,1659
APPL2,1177,1085,1852,1217,877,784,819,1334,1236,1671,1672,1080
APRT,166,338,363,254,294,154,113,255,369,325,252,223
APTX,375,244,206,232,112,316,337,151,239,294,433,188
AQP1,543,22916,44872,795,511,666,429,13922,806,30781,2299,1932
AQP10,8,0,4,4,6,0,0,4,12,0,2,4
AQP11,475,17,37,41,4,54,27,36,22,27,6,15
AQP12A,11,8,18,46,6,12,17,30,65,4,18,14
AQP2,2612,0,0,10,2,2,4,5,0,0,6,4
AQP3,418,425,272,197,79,22,32,190,173,553,77,155
AQP4,240,1743,123,28,148,30,126,30,119,126,42,42
AQP5,6,2,2,8,14,12,11,4,28,18,16,0
AQP8,0,0,0,0,0,0,0,0,0,0,0,0
AQP9,742,109,91,78,16,53,58,72,11,76,28,6
AQR,2511,1804,2674,3506,1277,2236,2258,1621,2139,1947,2085,1931
AR,1707,1024,2350,1477,1059,688,744,1501,1528,1972,1361,1220
ARAP2,290,639,833,967,400,654,565,351,619,496,664,575
ARAP3,857,3016,3689,1735,2403,965,939,3005,3609,3249,2297,1187
ARC,0,38,2,16,8,2,0,2,2,14,0,0
ARCN1,7162,4201,7072,8841,6185,5849,5378,6170,9189,7935,10812,8276
AREG,19,2,0,2,0,0,0,0,1,0,5,0
AREL1,2024,1325,1748,3000,1578,1909,1926,1528,2994,1366,2636,1891
ARF1,11729,6813,10098,12751,4764,9111,7130,8149,8376,9307,9103,8683
ARF3,872,452,554,940,594,554,652,598,945,746,965,732
ARF4,8924,4346,7720,11439,3222,8136,8535,5358,6175,6814,8692,7333
ARF5,56,102,76,37,41,38,22,64,99,80,78,65
ARF6,4994,3187,4847,7062,2308,4180,4442,3618,4324,5060,4489,4044
ARFGAP1,6247,3840,6052,7876,3905,5061,4399,5228,5722,5719,6181,5874
ARFGAP2,1354,1354,1897,1643,1738,1275,986,1467,2333,1658,2052,1391
ARFGAP3,3809,2991,4397,4572,1939,3053,2685,2767,3029,3092,3201,3143
ARFGEF1,5777,3985,5403,6828,3660,4154,3837,3769,4821,4641,4782,4567
ARFGEF2,10191,4005,6078,16312,4275,8366,7571,6301,6275,4757,7380,7436
ARFGEF3,1929,2881,2027,1732,918,873,898,1750,1719,1601,1814,1196
ARFIP1,2583,1770,2867,2948,689,1870,1642,1776,1436,2231,1534,1891
ARFIP2,785,498,649,814,698,475,459,716,1000,625,816,516
ARFRP1,273,313,373,328,203,264,227,198,305,297,358,199
ARG2,864,161,95,167,84,174,102,128,157,51,68,65
ARGLU1,2268,2051,3181,2984,987,2111,2144,1719,1706,2326,3108,2774
ARHGAP1,4446,4426,7253,4737,3796,2970,2482,4993,6571,6170,5230,3672
ARHGAP10,1044,859,1183,782,573,716,531,727,882,817,885,518
ARHGAP11B,1171,461,588,1570,571,920,930,464,924,681,903,675
ARHGAP12,1318,1235,1098,912,494,683,600,497,792,854,776,710
ARHGAP15,172,411,538,1093,782,715,726,204,1449,220,870,449
ARHGAP17,2699,3244,4556,3475,1942,2150,2106,2543,2570,3713,2993,2094
ARHGAP18,1714,1785,1312,1200,790,904,686,802,1158,1013,960,676
ARHGAP19,488,216,417,1696,874,1078,1155,515,1770,356,1278,890
ARHGAP20,118,538,529,384,234,302,225,277,294,323,187,136
ARHGAP20B,2663,6274,12221,4300,3422,2675,2696,7324,4626,9560,4729,4892
ARHGAP21,4842,5931,8698,4667,2431,3260,2917,4355,3099,5724,3613,3015
ARHGAP22,914,502,326,539,354,277,222,306,499,305,467,275
ARHGAP24,3838,1159,1621,678,631,664,615,854,738,1309,782,818
ARHGAP25,125,355,350,663,698,433,421,375,1229,308,966,476
ARHGAP26,1020,1956,2211,2164,2094,1344,1196,1987,3606,2149,2954,1661
ARHGAP27,79,221,327,412,558,276,269,248,846,144,462,249
ARHGAP28,688,1332,996,814,586,635,495,699,956,924,803,585
ARHGAP29,2729,2416,3065,3662,1942,2055,2043,2423,2924,2776,2989,2716
ARHGAP31,7434,4489,7097,8700,5925,6842,8331,6388,8296,4620,8359,6004
ARHGAP35,5342,3364,4478,6236,4347,3039,3337,4730,6303,4845,5636,3988
ARHGAP39,408,469,498,359,446,257,260,447,473,360,561,463
ARHGAP39L,1489,1098,1377,1735,1453,1168,1303,1499,1954,1521,1955,1607
ARHGAP40,1519,782,608,1415,1159,1205,1038,846,1148,778,985,1144
ARHGAP42,3389,2052,2816,1908,828,1336,1065,1767,1375,2427,1637,1281
ARHGAP44,929,141,31,12,0,10,17,33,26,6,31,16
ARHGAP45,372,1087,1210,1949,2865,1126,1147,1258,4490,1186,2945,1757
ARHGAP5,5219,4069,5576,4770,1442,2857,2731,2745,1963,4352,2707,2828
ARHGAP6,961,1539,2399,662,410,376,349,1020,568,1921,687,513
ARHGAP8,187,144,85,24,9,15,35,30,21,68,10,4
ARHGDIA,6881,6203,7784,8444,5963,5590,6082,5733,10639,6975,9716,5611
ARHGDIB,661,1567,1973,1932,1936,1398,1363,1019,3813,1105,2580,1358
ARHGDIG,210,265,323,244,155,165,224,374,271,316,329,336
ARHGEF1,152,1157,1542,383,236,212,241,486,418,1210,317,167
ARHGEF10,2412,2998,4488,3549,1269,2419,2397,3148,2049,4476,2987,2456
ARHGEF10L,2112,1413,1969,1435,1445,917,860,1524,1976,1757,1623,1115
ARHGEF11,2213,2636,5109,3008,2333,1731,1617,3622,3898,3448,2860,1641
ARHGEF12,13722,12531,20157,14283,9643,9122,8575,14019,14879,17673,13632,11542
ARHGEF16,320,196,282,137,175,71,120,186,210,206,254,139
ARHGEF18,1654,1505,1970,2299,1777,1645,1308,1413,2466,1901,2336,1616
ARHGEF2,648,575,868,1269,982,610,626,944,1579,601,1188,638
ARHGEF26,448,325,868,289,157,262,187,434,326,454,284,228
ARHGEF28,3969,1677,2374,937,692,601,443,1319,853,1909,1326,1208
ARHGEF3,881,1206,1236,1065,466,654,634,627,772,825,642,418
ARHGEF33,14,32,31,75,21,31,35,16,37,20,41,24
ARHGEF37,479,211,141,337,105,171,86,123,127,208,143,139
ARHGEF38,239,96,114,401,61,160,137,20,71,114,74,68
ARHGEF39,93,29,72,260,168,382,365,86,426,56,412,111
ARHGEF6,1529,2340,3407,2839,2365,1927,1882,2538,4076,3453,3423,2655
ARHGEF7,1647,3155,3393,2137,860,1659,1617,2027,1316,3154,1616,1642
ARHGEF7L,41,48,66,199,137,100,67,63,159,20,230,71
ARHGEF9,757,2562,2449,1195,944,972,875,2180,1409,2576,1357,968
ARID1A,4865,3483,4918,7023,4638,4392,4443,3953,7865,3396,6671,4171
ARID1B,7286,4682,7030,9938,5695,6327,6370,5337,9663,4950,7996,5554
ARID2,4147,3131,4911,6164,2715,3862,4337,2797,4969,3327,5198,3807
ARID3A,536,222,327,965,713,557,686,410,1701,314,1180,521
ARID3B,1532,875,1066,1673,1266,1047,1154,1147,2121,1113,2139,1307
ARID3C,164,0,0,4,2,0,2,2,2,0,0,0
ARID4A,1668,1830,2512,2690,1255,1653,1781,1432,1903,1869,2202,1800
ARID4B,1917,2538,3192,2731,1401,1735,1663,2004,1906,2561,2694,2574
ARID5A,399,699,914,608,462,308,394,500,695,539,666,653
ARID5B,5677,2825,3508,6434,2527,3781,3512,3139,4153,2849,3912,3974
ARIH1,2913,2510,2817,4479,2172,2556,2484,1963,3851,2465,3835,3199
ARIH2,487,415,498,818,653,493,529,512,953,593,982,700
ARL1,1406,1347,1626,1269,753,1096,1104,1407,1267,2007,2109,1656
ARL10,74,14,40,38,50,22,30,24,42,24,42,16
ARL11,56,61,86,63,72,41,29,66,85,58,100,34
ARL13B,1269,953,1220,1487,258,1041,1019,975,611,1340,1177,1015
ARL14,5,5,11,10,25,8,10,10,18,16,14,15
ARL14EP,799,565,745,919,373,752,614,365,493,596,666,473
ARL14EPL,1,0,0,2,0,0,4,0,0,0,1,0
ARL15,3172,1889,2128,1769,402,1176,1098,1053,807,1571,1017,764
ARL16,108,56,80,95,105,49,60,87,148,24,92,59
ARL2BP,12,7,1,10,6,2,4,0,0,3,9,7
ARL3,1364,1408,1957,1711,1006,1167,1059,1468,1793,1490,1444,1175
ARL4A,591,1473,1907,1444,348,851,950,669,556,1149,1015,1116
ARL4C,176,224,234,492,646,282,218,474,952,206,944,584
ARL5A,3538,3780,3957,4048,2014,2433,2341,2961,3361,4121,3378,3274
ARL5B,732,1248,1226,641,156,607,427,337,215,722,283,457
ARL6,606,225,399,329,70,243,247,189,157,233,238,256
ARL6IP1,974,1606,1663,1370,1160,928,850,1283,1976,1570,1571,1100
ARL6IP4,399,536,564,643,475,391,402,641,882,700,682,567
ARL6IP5,5282,6254,7935,6722,2840,4807,3815,6030,4136,7290,3263,3840
ARL8A,1003,1338,1834,1442,1138,778,965,1496,1720,1179,1306,925
ARL8B,3128,3303,3829,3990,1861,2360,2374,2437,2783,3327,2801,2581
ARL8BL,101,640,545,237,188,143,104,354,264,482,227,175
ARL9,370,259,442,354,257,294,227,356,429,353,284,310
ARMC1,1460,1469,1758,1862,515,1134,1171,1016,1007,1632,1335,1177
ARMC10,183,231,259,199,8,159,134,82,114,95,104,47
ARMC2,210,125,92,191,42,114,108,96,125,83,130,92
ARMC3,21,46,33,8,2,11,7,26,5,10,20,13
ARMC6,876,783,920,1371,999,831,836,818,1725,816,1305,1052
ARMC7,428,219,322,460,284,266,284,240,294,232,396,272
ARMC8,1766,1364,1841,2228,1255,1349,1273,1179,1960,1464,1607,1502
ARMC9,5232,1246,1950,5572,3165,4117,3940,2862,4508,1902,5581,3711
ARMH4,60,86,4,14,0,30,33,4,0,0,18,18
ARNT,2979,2699,3569,3958,3560,2103,2235,3014,6129,3235,5457,3193
ARNT2,4577,1434,2293,2467,797,1906,1979,1096,983,1319,1690,1166
ARNTL,1185,1002,1284,1820,664,980,961,1071,1245,1365,1240,1040
ARNTL2,1907,1630,2534,2394,761,1515,1557,1522,1180,1353,1463,1786
ARPC1A,0,5,4,0,0,6,15,5,5,5,2,0
ARPC1B,963,2459,3478,2787,3895,1743,1467,3394,6087,2507,3580,1801
ARPC2,2512,2106,2895,3809,2334,2364,2326,2543,3679,2620,3896,3004
ARPC3,653,933,987,1003,479,761,510,789,811,1147,834,736
ARPC4,674,1325,1086,1146,1530,791,538,1267,2065,732,1706,794
ARPC5,3112,2933,3518,4750,3030,3295,2738,3873,4942,4081,4012,3279
ARPC5L,146,138,128,250,89,163,143,112,142,132,119,188
ARPP19,3097,2605,3024,3377,1067,1947,2076,2054,1811,2409,1982,1897
ARPP21,271,735,504,238,232,303,268,205,320,431,382,304
ARR3,1,19,6,9,3,0,1,8,17,7,7,10
ARRDC1,357,363,531,676,400,203,233,310,622,597,613,495
ARRDC2,278,611,701,1198,1575,582,563,871,2464,448,1708,1293
