#NAME,C14S1_experimental_1,C16F_controlF_3,C17F_controlF_4,C18S2_experimental_2,C1P_controlP_1,C20S1_experimental_3,C20S3_experimental_4,C2F_controlF_1,C2P_controlP_2,C3F_controlF_2,C4P_controlP_3,C9P_controlP_4
#CLASS:Group,Exp,ConF,ConF,Exp,ConP,Exp,Exp,ConF,ConP,ConF,ConP,ConP
SP6,1,0,0,4,1,0,1,0,0,0,1,1
C1QL1,7,81,12,7,4,4,7,2,2,8,3,6
SCRN2,191,51,103,53,81,33,28,57,71,103,88,44
LRRC46,12,2,3,5,4,3,4,4,9,1,9,3
NMT1,417,343,344,581,498,373,379,296,780,320,598,384
MRPL10,159,132,179,165,279,101,94,258,303,162,210,150
PLCD3,33,287,396,30,70,49,26,138,97,241,77,42
OSBPL7,124,96,135,125,122,97,101,153,203,68,145,63
ACBD4,152,94,150,165,163,112,80,189,201,77,196,133
HEXIM1,368,420,509,347,341,239,257,509,639,562,680,474
TBX21,12,41,16,46,36,35,31,20,57,44,42,42
MYLKSML,11,11,18,16,19,2,5,11,19,2,12,12
TBKBP1,12,28,29,40,22,13,18,38,35,39,31,19
KPNB1,1892,1225,1768,3301,1999,1852,1807,1379,2733,2004,2908,2601
FMNL1,108,240,285,575,681,363,339,218,1251,223,712,370
NPEPPS,1085,827,947,1312,1098,746,778,945,1366,984,1173,1057
MAP3K14,444,674,824,607,619,366,389,501,911,703,780,393
MRPL45,317,153,168,297,245,196,175,151,343,222,307,290
GPR179,0,3,0,0,1,0,0,0,0,1,0,0
MYO1D,3073,2454,5356,3339,2160,2159,2175,4000,4196,3524,3951,3322
SOCS7,105,81,116,140,115,76,96,139,210,91,158,116
CDK5R1,21,38,25,159,59,56,58,47,153,34,140,97
PSMD11,449,401,548,561,478,368,330,542,761,567,602,439
SRCIN1,109,31,15,0,3,0,8,7,1,9,3,1
KAT7,707,738,854,1218,695,720,812,638,1210,598,1056,537
SLC35B1,869,391,420,1459,679,811,744,586,1235,603,1116,845
SPOP,558,565,737,673,411,532,451,483,654,530,602,465
NXPH3,36,2,10,65,84,8,17,6,30,7,82,113
NGFR,244,1283,331,228,330,173,211,264,317,256,175,277
,1,66,44,0,1,1,0,33,4,44,11,0
MPP3,163,206,404,203,105,147,136,191,164,318,172,128
CFAP97D1,2,204,220,38,25,6,18,34,52,133,29,27
RAB18L,88,1577,1139,236,185,94,62,208,250,660,173,211
DUSP3,181,471,351,151,221,122,126,182,265,417,193,168
SOST,20,8,10,129,97,24,17,7,127,1,63,105
MEOX1,0,5,9,5,0,1,6,6,4,6,0,2
PPP1R1B,30,22,65,9,4,0,0,33,12,25,9,9
ETV4,35,144,196,113,47,35,42,173,71,148,76,59
STARD3,267,194,374,366,292,190,198,269,439,264,430,285
DHX8,766,652,950,938,729,611,539,632,906,770,1001,697
TCAP,0,50,9,4,77,0,0,2,33,181,23,25
PNMT,0,0,0,0,2,0,3,0,0,0,0,0
,11,2,7,7,10,11,3,26,22,10,11,2
PHB,611,436,410,574,625,340,290,482,858,443,577,405
PGAP3,124,88,114,96,113,97,97,104,173,49,145,59
ZNF652,1293,986,1485,1534,657,992,953,945,1016,1406,1215,1225
PHOSPHO1,14490,1351,2682,19681,9664,16803,18258,7799,17689,2161,17445,15453
ERBB2,399,215,380,258,196,130,119,323,255,299,220,163
ABI3,101,134,164,293,164,125,122,176,302,168,231,161
GNGT2,2,2,0,0,5,0,2,1,3,4,1,6
CASC3,694,424,679,945,640,601,671,659,1152,666,1192,983
MIEN1,213,167,145,180,166,111,97,193,318,123,213,110
GRB7,88,0,0,0,0,0,0,0,0,2,2,0
RAPGEFL1,82,6,1,0,1,2,3,2,6,0,0,1
WIPF2,133,86,132,176,110,113,136,149,240,138,203,150
RDH8L1,2,0,0,0,0,0,0,0,0,0,0,0
CDC6,14,15,20,80,59,71,47,38,112,25,81,31
IKZF3,22,60,65,97,170,64,61,31,235,37,167,91
RARA,283,428,570,389,400,227,212,418,579,462,439,376
ZPBP2,1,0,0,3,1,0,0,0,0,0,0,0
LRRC3C,79,111,112,81,99,93,77,113,186,65,109,61
ORMDL3,624,720,934,887,842,565,542,692,1657,1031,1380,1193
THRA,400,298,435,553,442,310,310,396,604,421,588,462
GSDMA,31,98,84,109,134,87,89,134,486,99,247,105
PSMD3,676,671,831,1137,1051,646,594,789,1463,559,1015,582
CSF3,0,0,0,0,0,0,0,0,1,1,0,0
MED24,356,258,456,745,601,409,382,432,867,338,635,438
NR1D1,8,75,173,4,13,13,7,42,19,43,28,21
MSL1,352,446,615,538,387,356,352,362,756,530,724,526
IGF2BP1,104,68,124,194,195,111,90,118,242,121,223,222
RND2,9,9,8,3,4,3,5,1,2,1,6,0
BRCA1,450,199,260,1479,554,994,898,307,920,282,901,630
NBR1,2653,1606,2522,2531,1248,1725,1630,1771,1919,1705,2159,1899
MPP2,56,49,36,43,42,22,32,29,81,12,71,35
CDC27,995,815,1069,1503,761,969,952,605,1112,714,1031,752
KANSL1,811,896,1199,1421,1213,760,822,1026,1966,911,1582,990
MAPT,457,562,655,1169,694,648,766,545,1174,624,923,792
SLC25A39,494,233,236,860,606,391,422,336,888,203,600,433
RUNDC3A,61,87,42,636,293,329,344,119,561,46,394,271
SLC4A1,1396,1505,1253,13896,5475,6286,6773,2082,13104,1027,10160,8492
UBTF,779,898,1376,1117,888,773,693,967,1509,1055,1540,825
,5,3,1,0,4,1,1,2,1,2,1,0
G6PC3,290,76,190,317,131,138,209,195,255,115,190,225
LSM12,379,214,265,501,139,334,337,259,396,401,510,479
TMEM101,119,85,180,151,99,99,94,100,185,33,119,69
,0,0,0,1,0,0,0,0,0,0,0,0
PPY,0,0,0,0,0,0,0,0,0,0,0,0
,7,14,54,1,6,7,1,25,8,57,4,0
COL1A1,65321,294161,762588,279487,252376,114314,74273,589346,527707,544666,397472,184576
SGCA,8,73,11,7,84,11,7,13,43,44,23,19
PPP1R19B,253,428,513,480,448,224,271,445,651,536,827,548
SAMD14,6,20,7,5,3,1,3,6,13,7,4,1
PDK2,107,129,95,128,170,86,89,80,199,100,176,89
ITGA3,471,271,296,465,253,220,252,316,401,249,321,222
,30,111,90,69,37,41,40,75,86,40,48,63
,1,0,0,0,0,0,0,0,5,0,1,0
,0,0,0,0,0,0,0,7,0,0,0,6
,0,2,2,0,1,0,0,1,11,0,5,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,5,0
,0,0,0,0,0,0,0,0,3,0,0,0
,0,1,0,0,0,0,2,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0,1,0
,0,7,8,0,2,0,0,6,16,8,12,0
,3,6,2,0,9,1,3,0,10,2,0,4
,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,1,0,3,0,0,0,2,0,2,0
,0,0,0,1,1,0,0,0,1,0,0,0
,1,0,0,2,0,0,2,2,3,0,0,1
,0,3,1,0,0,0,1,0,2,0,0,0
,0,0,0,0,0,0,0,0,2,0,4,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,2,0,0,0,0,0,0,0,0,0
,1,1,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
GTSF1,139,211,211,255,90,138,129,172,163,128,149,203
GOSR2,863,805,993,1529,415,896,837,643,562,781,846,667
WNT9B,4,0,0,8,13,4,0,2,36,4,24,7
WNT3,0,0,0,0,0,0,0,0,0,0,0,0
NSF,1190,931,1051,1210,837,887,837,875,1191,806,1258,985
MEIOC,0,0,0,0,0,0,0,0,0,0,0,0
CCDC43,115,118,158,189,64,105,99,113,168,115,169,123
DBF4B,41,38,23,70,91,78,52,41,149,44,77,42
ITGA2B,27,77,70,101,219,84,104,201,496,41,182,114
PLEKHM1,0,1,1,2,1,4,0,0,8,0,2,0
,2,0,0,0,0,0,0,0,1,0,0,0
HOXB13,0,28,3,0,48,0,0,0,63,9,97,131
STAT3,1824,3025,4600,3001,3143,1686,1451,3059,4627,3422,3713,2304
DLX3,73,17,40,301,236,116,95,221,435,15,361,173
NEUROD2,0,0,0,0,0,0,0,0,0,0,0,0
LASP1,2946,1636,2943,3582,1535,2131,2254,2315,2936,2354,2881,2110
MED1,1695,1024,1696,1829,1340,1267,1392,1290,2296,1359,1917,1319
CDK12,1071,660,941,1393,831,826,841,706,1549,748,1518,971
A2ML4,0,0,2,0,4,1,0,0,0,0,0,0
FTSJ3,309,227,277,424,442,202,204,378,600,286,562,396
PSMC5,460,531,568,602,735,374,380,524,899,587,882,612
GIP,0,0,0,2,0,0,0,0,0,0,0,6
SMARCD2,667,624,888,771,597,479,556,569,1258,613,755,499
SNF8,135,77,130,82,114,91,70,148,119,117,162,124
ATP5G1,836,458,398,458,586,312,221,620,879,626,671,494
CALCOCO2,693,1015,1050,884,513,571,554,670,740,886,646,502
FZD2,104,176,349,87,70,43,44,181,109,144,109,72
,0,0,0,0,0,0,0,0,0,0,0,0
FAM187A,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,1624,9838,28298,5131,2273,3576,3186,19287,9986,35396,13980,5909
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
LASP1NB,0,2,7,6,6,1,0,9,0,4,5,0
,0,0,0,0,0,0,0,0,0,0,0,0
,4,1,0,2,7,3,0,1,6,0,6,0
,3,9,21,1,1,4,5,21,10,24,0,2
,5,1,1,1,0,1,0,0,5,0,4,3
,11,26,25,34,25,6,9,28,56,29,22,7
,0,0,0,0,0,0,0,0,0,0,0,0
,5,10,24,28,12,5,5,12,43,12,24,12
,2,8,4,5,22,8,2,16,22,4,12,0
,0,0,0,1,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,3,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,1,16,20,17,6,7,0,4,8,6,14,17
,0,0,0,0,0,0,0,0,0,0,0,0
,8,11,8,12,7,5,3,2,3,4,4,5
,4,10,21,5,5,3,13,17,5,54,29,23
,19,27,65,6,13,7,7,18,15,25,24,19
,0,0,0,0,1,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,19,13,23,16,16,20,10,13,19,18,21,5
,307,227,877,517,373,617,483,556,671,443,654,350
,54,34,135,107,59,94,81,59,109,62,73,39
,394,106,125,445,258,202,218,215,479,76,320,270
,697,427,754,988,419,650,617,624,675,710,700,792
,11,1,5,3,3,3,8,25,0,11,2,2
,3,0,0,16,4,6,2,4,18,0,5,4
,2,4,4,3,1,5,7,12,5,3,2,1
,0,0,6,1,3,2,1,6,1,23,6,0
,0,1,8,1,1,3,3,2,2,18,0,0
,0,3,4,2,0,0,0,1,4,4,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,4,0,0
,0,0,0,0,0,0,0,0,0,0,2,0
,0,1,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,2,2,0,0,0,0
,22,19,31,40,19,39,26,22,47,55,41,41
,44,19,25,21,17,14,20,34,35,24,49,27
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0
,36,55,78,49,28,30,38,41,45,62,33,72
,72,27,33,85,107,44,47,63,127,47,87,99
,4,0,0,0,0,0,0,0,0,0,4,1
,0,3,6,0,16,0,0,0,17,3,36,60
,0,0,0,0,0,0,0,0,0,0,0,2
,240,25,25,264,7,75,82,7,12,21,53,64
,1214,61,33,293,27,79,83,30,80,93,107,152
,16,1,11,14,3,3,5,0,6,3,2,2
,0,0,0,0,0,0,0,0,0,0,0,0
,5,10,14,33,30,31,11,16,66,6,38,28
,8,2,1,4,15,5,6,14,13,2,6,0
,16,12,3,14,24,9,5,42,33,8,29,4
gga-mir-10a,5,1,0,0,0,0,2,0,1,0,0,0
gga-mir-12257,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-1735,0,8,8,4,4,2,3,4,4,0,4,3
gga-mir-12254,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-12256,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-196-1,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-12255,3,0,0,0,0,0,0,0,0,0,0,0
gga-mir-6695,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-6547,0,0,0,0,0,0,0,0,0,0,0,0
gga-mir-6663,0,0,1,0,0,0,0,0,0,0,0,0
PLXDC1,188,1021,1594,873,993,346,198,422,896,678,579,432
AOC3,115,450,988,83,67,103,71,940,181,624,127,244
KRT14,0,48,12,0,1,1,1,7,5,14,8,3
KRT24,8,142,18,0,2,2,0,0,5,1,1,0
,2,10,1,0,1,2,4,3,0,4,1,0
,8,2,8,12,9,7,2,9,7,2,14,12
KRT10,8,19,22,16,4,20,9,17,18,13,20,8
HOXB9,803,37,39,565,10,179,262,12,16,50,21,22
,9,10,1,28,22,19,19,19,38,5,32,14
DCAKD,37,24,42,16,15,14,14,24,28,20,44,18
FAM117A,433,801,911,1505,1346,890,848,935,2721,778,2044,961
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Z,421,363,502,494,316,288,340,385,525,490,469,325
TACC1,373,1195,2068,1043,782,621,630,1259,1653,1653,1174,757
FGFR1,2092,2686,5538,2941,3020,1810,1841,4576,4353,2856,3236,1944
,161,492,946,497,469,282,290,738,907,635,572,406
,0,0,2,0,0,2,1,0,0,0,0,2
ERLIN2,3235,1811,2529,3562,1434,2672,2377,1934,2215,1892,2392,2039
PROSC,799,373,417,545,352,373,276,466,488,394,440,368
BRF2,51,46,41,40,57,36,34,35,33,40,34,23
RAB11FIP1,670,222,340,494,282,317,293,389,371,377,403,206
PRLHRL,3,5,3,7,3,5,1,4,8,3,7,0
,0,0,0,0,0,0,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0,0,0,0,0,0,0
ZMAT4,25,58,97,19,9,17,15,48,16,118,21,11
SFRP1,1258,371,1010,753,340,560,713,451,475,1097,1272,469
AAK1,3573,2276,3224,4599,2974,2819,2743,3205,4747,2274,4002,2990
PLEKHA2,118,170,214,450,519,323,259,277,824,181,655,409
NFU1,300,248,324,390,220,349,271,225,349,352,363,254
TM2D2,163,118,168,159,72,104,93,185,144,211,130,168
ADAM9,1076,937,1364,1088,730,772,777,789,1074,961,993,870
GFPT1,8673,4011,7134,9103,4729,5604,5682,6622,6874,5080,7422,8619
GFRA2,32,349,650,7,33,20,25,100,46,385,114,59
ANTXR1,146,2229,4832,129,284,101,79,1667,335,4319,528,248
,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
LZTS1,10,41,69,11,13,4,6,18,30,47,11,8
ATP6V1B2,1623,1824,1194,3669,3063,2467,2113,2870,4617,1204,4201,2886
SLC18A1,18,22,6,41,72,58,48,61,154,0,106,28
ADAM32,3,4,8,2,5,0,0,7,3,13,3,2
MAK16,210,203,251,205,135,169,155,158,241,235,329,199
ADAM32L1,75,2,16,88,27,45,64,3,32,10,14,28
TTI2,112,73,86,126,128,76,77,101,196,74,138,96
ADAM32L2,123,9,13,134,50,64,94,8,76,34,53,64
DUSP26,27,203,320,25,133,29,24,171,160,209,119,74
IDO2,4,0,0,1,1,0,1,0,0,0,1,0
NODAL,0,0,0,1,3,8,3,0,5,0,2,0
ASH2L,421,369,429,558,380,321,311,321,639,385,540,408
STAR,6,12,14,26,13,8,18,15,22,1,9,11
LSM1,29,28,22,43,42,26,31,33,54,43,84,34
BAG4,296,224,259,323,202,214,256,224,399,184,361,164
DDHD2,199,186,222,142,176,111,115,152,266,159,206,110
PLPP5,85,90,96,123,83,89,74,112,180,104,130,59
WHSC1L1,1825,1976,2330,3602,1934,2199,2333,1845,3671,2120,3934,2990
LETM2,241,171,279,368,230,284,233,226,242,157,286,153
KAT6A,2538,2367,3106,3366,1894,2117,2166,2165,3062,2548,2943,2220
AP3M2,868,781,1035,1291,909,806,680,972,1491,735,1436,1025
PLAT,251,533,486,355,190,285,244,256,254,501,304,277
IKBKB,829,666,959,1143,666,721,567,680,949,659,1059,794
VDAC3,462,475,519,689,313,455,351,369,485,572,581,454
POLB,326,274,439,459,221,329,304,251,289,407,356,344
PPP1RL,549,424,489,756,652,397,425,451,905,466,928,637
PPP1RL,549,424,489,756,652,397,425,451,905,466,928,637
GOLGA7,227,160,181,293,109,189,208,140,201,82,286,140
GPAT4,599,420,572,771,599,488,412,516,913,489,748,477
NKX6-3,1,0,0,0,1,0,2,3,0,0,1,0
ANK1,1036,2114,1134,10858,7790,5446,5921,1999,14005,1613,11706,8131
RASSF2,83,340,410,380,340,208,258,216,691,340,484,264
PRNP,1926,1351,2603,1240,881,835,920,1326,1411,1380,1067,759
PROM2,18,0,0,0,0,1,1,0,0,3,2,1
DPYSL2,1962,5779,7130,3032,2151,2001,1717,4768,3730,5680,3205,2649
BNIP3L,4254,2961,3773,8536,1590,5361,5065,2338,3516,2764,3772,3988
ADRA1A,7,1,12,11,14,8,8,21,20,8,16,12
ANXA4,1294,674,939,1980,724,1039,926,714,1122,847,1382,1292
SLC20A1,350,205,230,393,363,264,285,278,566,184,399,652
NT5DC4,24,3,3,6,3,5,18,9,28,5,19,17
CKAP2L,333,386,531,442,364,390,319,337,582,352,569,348
PPP2R2A,932,1124,1095,1332,482,911,803,669,864,1102,1106,930
IL1B,0,1,0,3,0,1,0,0,0,1,3,5
TIA1,1444,779,1253,1544,1052,1053,1045,990,1645,1188,1836,1495
OGDH,2351,1446,1697,1989,2032,1118,1163,1408,3267,1364,2109,1315
PCYOX1,1276,264,594,817,589,578,708,448,655,417,658,578
ZMIZ2,496,344,535,518,311,323,397,455,561,232,454,290
SNRPGP15,73,119,96,103,76,62,66,78,123,86,112,95
PPIA,2714,2474,3446,3561,2843,2208,2326,3390,5599,2927,3998,2878
FAM136A,39,24,28,19,16,16,15,26,36,21,27,27
,14,7,8,41,6,8,14,9,9,21,28,18
TGFA,39,15,17,20,14,12,12,11,24,7,23,12
NUDCD3,411,258,382,449,284,248,267,386,546,287,525,328
EBF2,19,1207,1428,24,88,10,20,445,76,978,108,134
CAMK2B,156,142,259,160,134,74,111,169,214,219,218,127
,0,0,0,0,0,0,0,0,0,2,0,0
CDCA2,232,124,150,514,234,379,299,196,337,136,391,224
KCTD9,527,536,803,784,293,549,444,391,427,548,453,394
GNRH1,2,7,2,7,5,1,5,2,5,1,0,0
DOCK5,1505,818,1461,1386,1440,1164,852,1280,1916,761,1914,884
NEFL,16,603,23,37,9,40,65,46,12,30,11,16
YKT6,176,150,213,265,236,133,120,217,325,121,249,133
NEFM,33,893,19,2,0,32,70,76,0,78,0,3
GCK,10,6,9,12,12,8,9,29,36,0,9,5
ADAMDEC1,318,29,41,181,135,104,99,38,203,45,190,96
GNLY,249,242,245,641,438,379,305,332,838,316,577,448
POLD2,366,224,329,446,306,243,324,354,561,261,422,288
AEBP1,1135,3494,7992,1002,1643,573,525,5257,2416,7135,2885,2215
CAPG,79,292,720,274,277,173,155,306,568,370,482,253
STC1,66,442,420,67,44,79,69,590,48,336,46,48
DBNL,300,302,435,374,367,248,287,379,682,418,629,408
H2AZ2,231,267,338,411,292,318,252,425,588,274,461,240
COX5B,430,208,187,301,139,263,248,226,409,220,289,210
KCNIP3,2,6,10,2,2,0,9,6,8,3,12,1
GMCL1,362,278,456,552,597,292,295,404,883,394,707,459
HK2,798,929,1529,2052,2327,1044,1170,1818,3727,1204,2131,1973
,3,1,0,0,0,0,0,2,0,0,0,0
ADD2,105,543,296,1148,697,529,640,430,1630,248,1394,1017
SNRNP27,158,132,137,172,130,119,142,116,215,241,311,195
GKN2,0,4,4,0,0,0,0,0,0,0,0,2
EGR3,18,142,186,183,73,34,59,132,124,113,98,175
,0,1,2,4,2,0,0,1,1,1,6,1
ENTPD4,631,310,512,782,374,472,463,368,583,408,583,477
ZNF703,80,226,351,90,49,84,93,183,129,236,95,110
NCAPH,238,92,163,667,343,418,476,158,562,149,463,180
UNC5D,5,34,21,20,3,13,7,16,14,9,22,5
MXD1,368,276,397,1141,695,561,624,397,1693,319,1171,754
CHMP7,655,757,847,912,1096,618,592,744,1422,871,1208,998
C2orf42,198,208,260,340,237,210,208,231,454,205,402,239
TNFRSF10B,152,95,109,334,356,218,239,211,503,63,390,202
RHOBTB2,322,137,281,266,156,145,159,186,283,214,250,213
EIF4EBP1,926,676,763,1273,683,929,774,798,1056,658,1082,736
PEBP4,15,66,39,15,29,21,12,26,17,52,12,7
KCNU1,1,0,1,2,0,3,3,0,1,7,1,0
MAT2L2,821,388,532,698,582,343,329,553,859,548,773,688
DOK2,6,36,31,73,174,83,78,40,290,14,149,62
BIN3,409,335,513,549,474,239,272,400,682,399,526,373
,2,0,0,1,5,0,3,2,1,8,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
,0,5,5,0,0,0,0,11,0,13,0,0
,0,5,10,22,40,0,9,10,25,4,13,9
SORBS3,213,412,713,313,224,196,190,596,481,515,439,293
,23,38,30,43,28,32,8,26,46,24,35,26
LOXL2,2387,2367,6390,2881,1130,2505,3130,3046,2202,5648,1675,1947
R3HCC1,826,735,1237,1308,1011,898,909,1121,1328,1083,1371,1071
TGOLN2,1839,574,625,1696,1428,1362,1348,810,2151,735,1991,1489
CASP14,1,4,2,2,3,4,0,5,2,5,3,3
RETSAT,861,678,976,350,364,239,214,376,548,434,493,335
TMEM127,57,48,53,91,54,56,53,85,105,33,87,59
